z,Ex,Ey,Ez,Bx,By,Bz,Jx,Jy,Jz
0.138138,-0.0106898,0.0136066,0,0,0,0,-0.00121052,0.000448394,0
0.139139,0,0,0,-8.00277e-11,-5.7553e-11,5.7553e-11,0,0,0
0.14014,-0.00176028,0.00156362,0,0,0,0,0.00265999,-0.0031717,0
0.141141,0,0,0,6.05565e-11,5.78925e-11,-5.78925e-11,0,0,0
0.142142,0.0131398,-0.0146461,0,0,0,0,-8.06247e-05,0.0011716,0
0.143143,0,0,0,-4.24185e-11,-2.21465e-11,2.21465e-11,0,0,0
0.144144,-0.0162089,0.0203253,0,0,0,0,0.00163927,-0.00080727,0
0.145145,0,0,0,-2.14752e-11,-1.70758e-11,1.70758e-11,0,0,0
0.146146,0.0121022,-0.0164385,0,0,0,0,0.00223804,-0.000197672,0
0.147147,0,0,0,3.46681e-11,3.20986e-11,-3.20986e-11,0,0,0
0.148148,-0.00340273,0.00695062,0,0,0,0,0.000114667,0.00227795,0
0.149149,0,0,0,-6.3772e-11,-5.19649e-11,5.19649e-11,0,0,0
0.15015,-0.00573617,0.00443316,0,0,0,0,0.00219739,-0.000239134,0
0.151151,0,0,0,3.58525e-11,1.26307e-11,-1.26307e-11,0,0,0
0.152152,0.00937716,-0.0119188,0,0,0,0,0.000272412,0.00266343,0
0.153153,0,0,0,-1.65711e-11,-1.67784e-11,1.67784e-11,0,0,0
0.154154,-0.00932489,0.0132922,0,0,0,0,8.97967e-05,0.00162713,0
0.155155,0,0,0,-1.28488e-11,-3.26169e-11,3.26169e-11,0,0,0
0.156156,0.00370389,-0.00986842,0,0,0,0,0.000454923,0.0013324,0
0.157157,0,0,0,3.67806e-11,6.91405e-12,-6.91405e-12,0,0,0
0.158158,0.000230275,0.00244245,0,0,0,0,-0.001241,0.00274723,0
0.159159,0,0,0,-2.49054e-11,-3.08521e-11,3.08521e-11,0,0,0
0.16016,-0.0038991,0.0027623,0,0,0,0,-0.000643865,0.000681601,0
0.161161,0,0,0,3.65774e-11,-5.47911e-12,5.47911e-12,0,0,0
0.162162,0.00324948,-0.00791291,0,0,0,0,-0.00137721,0.00189877,0
0.163163,0,0,0,5.56922e-12,-7.88292e-12,7.88292e-12,0,0,0
0.164164,-0.00244595,0.0073751,0,0,0,0,-0.0016008,0.000793042,0
0.165165,0,0,0,1.02976e-11,-7.92193e-12,7.92193e-12,0,0,0
0.166166,0.00143979,-0.00749222,0,0,0,0,-0.0015207,0.000324545,0
0.167167,0,0,0,3.41967e-11,6.61786e-13,-6.61786e-13,0,0,0
0.168168,-0.00153083,0.00293143,0,0,0,0,-0.00165054,0.000732805,0
0.169169,0,0,0,-7.62917e-12,-1.63456e-12,1.63456e-12,0,0,0
0.17017,0.0022845,-0.000369954,0,0,0,0,-0.00132371,-0.000837119,0
0.171171,0,0,0,3.91967e-11,1.50138e-11,-1.50138e-11,0,0,0
0.172172,-0.000457881,-0.00524837,0,0,0,0,-0.00160611,0.000240855,0
0.173173,0,0,0,-3.31451e-12,-6.14756e-12,6.14756e-12,0,0,0
0.174174,-0.00170679,0.00763952,0,0,0,0,-0.000608288,-0.00102698,0
0.175175,0,0,0,1.11233e-11,2.33562e-11,-2.33562e-11,0,0,0
0.176176,0.00624278,-0.00918323,0,0,0,0,-0.00102633,-0.000846105,0
0.177177,0,0,0,2.64675e-11,1.14283e-11,-1.14283e-11,0,0,0
0.178178,-0.0062326,0.00553717,0,0,0,0,-0.000642402,-0.000146449,0
0.179179,0,0,0,-2.86649e-11,-4.05181e-12,4.05181e-12,0,0,0
0.18018,0.0042527,0.00106631,0,0,0,0,0.000442877,-0.00178058,0
0.181181,0,0,0,3.50458e-11,4.12291e-11,-4.12291e-11,0,0,0
0.182182,0.00332818,-0.00832748,0,0,0,0,-0.000811675,0.000219179,0
0.183183,0,0,0,-1.6196e-11,-1.19409e-11,1.19409e-11,0,0,0
0.184184,-0.00844323,0.012792,0,0,0,0,0.000721853,-0.000807578,0
0.185185,0,0,0,-1.7581e-11,1.37186e-11,-1.37186e-11,0,0,0
0.186186,0.0105906,-0.00949319,0,0,0,0,0.000586001,-0.000981875,0
0.187187,0,0,0,3.42646e-11,3.31604e-11,-3.31604e-11,0,0,0
0.188188,-0.00475538,0.00180596,0,0,0,0,-0.000486477,0.00107065,0
0.189189,0,0,0,-5.08808e-11,-3.06926e-11,3.06926e-11,0,0,0
0.19019,-0.00398,0.00963019,0,0,0,0,0.0015691,-0.00120361,0
0.191191,0,0,0,1.55886e-11,3.458e-11,-3.458e-11,0,0,0
0.192192,0.0113963,-0.014057,0,0,0,0,-9.64568e-05,0.000623439,0
0.193193,0,0,0,5.64699e-12,3.76859e-12,-3.76859e-12,0,0,0
0.194194,-0.0117142,0.012551,0,0,0,0,6.48013e-06,0.000999392,0
0.195195,0,0,0,-5.18525e-11,-2.89906e-11,2.89906e-11,0,0,0
0.196196,0.00396682,-0.00082446,0,0,0,0,0.00145171,-0.000933419,0
0.197197,0,0,0,4.06549e-11,4.23646e-11,-4.23646e-11,0,0,0
0.198198,0.00591485,-0.00922653,0,0,0,0,-0.000923843,0.00185761,0
0.199199,0,0,0,-2.96148e-11,-2.69644e-11,2.69644e-11,0,0,0
0.2002,-0.0129744,0.0161061,0,0,0,0,0.00047436,0.000243482,0
0.201201,0,0,0,-2.31655e-11,-1.02635e-11,1.02635e-11,0,0,0
