z,Ex,Ey,Ez,Bx,By,Bz,Jx,Jy,Jz
0.244244,0.00459942,-0.0024187,0,0,0,0,-0.000975306,0.00102334,0
0.245245,0,0,0,-8.31497e-12,-6.38264e-12,6.38264e-12,0,0,0
0.246246,-0.0109125,0.0114287,0,0,0,0,-0.000591424,0.000339385,0
0.247247,0,0,0,-4.60011e-11,-4.34666e-11,4.34666e-11,0,0,0
0.248248,-0.00962346,0.0114399,0,0,0,0,0.00164159,-0.00192494,0
0.249249,0,0,0,-6.9715e-12,-1.0078e-12,1.0078e-12,0,0,0
0.25025,0.00567245,-0.00468799,0,0,0,0,0.00162767,-0.00183299,0
0.251251,0,0,0,2.33263e-11,2.16875e-11,-2.16875e-11,0,0,0
0.252252,0.00239314,-0.00390703,0,0,0,0,0.000628274,-0.000592428,0
0.253253,0,0,0,1.10321e-12,-4.23079e-12,4.23079e-12,0,0,0
0.254254,-0.00170372,0.000620735,0,0,0,0,0.000955293,-0.000623642,0
0.255255,0,0,0,3.11276e-12,1.30821e-12,-1.30821e-12,0,0,0
0.256256,0.00143228,-0.0018062,0,0,0,0,0.000866465,-0.000377571,0
0.257257,0,0,0,-2.55723e-12,-4.1057e-12,4.1057e-12,0,0,0
0.258258,-0.00496012,0.00488037,0,0,0,0,0.00114272,-0.000548676,0
0.259259,0,0,0,-2.30178e-11,-2.14042e-11,2.14042e-11,0,0,0
0.26026,-0.00130208,0.00274945,0,0,0,0,0.00231916,-0.00158725,0
0.261261,0,0,0,1.6033e-11,2.04087e-11,-2.04087e-11,0,0,0
0.262262,0.0142122,-0.0130903,0,0,0,0,0.00125899,-0.00041266,0
0.263263,0,0,0,4.6392e-11,4.618e-11,-4.618e-11,0,0,0
0.264264,0.0105898,-0.0100652,0,0,0,0,-0.00104316,0.00183293,0
0.265265,0,0,0,6.657e-12,1.01678e-11,-1.01678e-11,0,0,0
0.266266,0.00062635,0.003143,0,0,0,0,-0.00150986,0.00177721,0
0.267267,0,0,0,-1.4971e-11,9.06158e-13,-9.06158e-13,0,0,0
0.268268,0.00225295,0.0039583,0,0,0,0,-0.00164061,0.000889815,0
0.269269,0,0,0,-1.39088e-11,2.76424e-12,-2.76424e-12,0,0,0
0.27027,-0.00355157,0.0074509,0,0,0,0,-0.00177067,4.68819e-05,0
0.271271,0,0,0,-3.21461e-11,-2.66072e-11,2.66072e-11,0,0,0
0.272272,-0.00960779,0.00855885,0,0,0,0,-0.000272836,-0.00167931,0
0.273273,0,0,0,-5.67836e-12,-1.81788e-11,1.81788e-11,0,0,0
0.274274,-0.00040544,-0.00782551,0,0,0,0,0.000699312,-0.00171872,0
0.275275,0,0,0,4.60357e-11,1.00943e-11,-1.00943e-11,0,0,0
0.276276,0.000931417,-0.0149829,0,0,0,0,0.000170199,0.000695658,0
0.277277,0,0,0,3.15967e-11,-1.18514e-11,1.18514e-11,0,0,0
0.278278,-0.00748208,-0.0039166,0,0,0,0,0.00070884,0.00205072,0
0.279279,0,0,0,1.12253e-12,-2.19966e-11,2.19966e-11,0,0,0
0.28028,-0.00244038,0.000259144,0,0,0,0,0.001564,0.00210189,0
0.281281,0,0,0,-3.5406e-13,5.60113e-12,-5.60113e-12,0,0,0
0.282282,0.00311708,0.00396767,0,0,0,0,0.000989621,0.00220914,0
0.283283,0,0,0,-2.93537e-11,1.56306e-12,-1.56306e-12,0,0,0
0.284284,-0.00128159,0.0156589,0,0,0,0,0.000845406,0.000718548,0
0.285285,0,0,0,-5.06515e-11,-4.01344e-12,4.01344e-12,0,0,0
0.286286,0.00412345,0.0121011,0,0,0,0,0.00111656,-0.00160117,0
0.287287,0,0,0,-1.13636e-11,2.7932e-11,-2.7932e-11,0,0,0
0.288288,0.0118353,-0.00154884,0,0,0,0,-0.000151876,-0.00182349,0
0.289289,0,0,0,1.24832e-11,2.74677e-11,-2.74677e-11,0,0,0
0.29029,0.00408033,-0.0015336,0,0,0,0,-0.00125442,-0.0012363,0
0.291291,0,0,0,7.87443e-13,-3.2803e-12,3.2803e-12,0,0,0
0.292292,-0.000842124,-0.00165598,0,0,0,0,-0.000850538,-0.00133288,0
0.293293,0,0,0,1.90696e-11,3.05301e-12,-3.05301e-12,0,0,0
0.294294,0.00351239,-0.0095592,0,0,0,0,-0.000969633,-0.000350654,0
0.295295,0,0,0,2.96625e-11,7.04309e-12,-7.04309e-12,0,0,0
0.296296,-0.00176721,-0.004486,0,0,0,0,-0.00134243,0.000953909,0
0.297297,0,0,0,-5.46961e-12,-2.04357e-11,2.04357e-11,0,0,0
0.298298,-0.00751537,0.0051859,0,0,0,0,-0.000338749,0.000436252,0
0.299299,0,0,0,-1.3459e-11,-1.5241e-11,1.5241e-11,0,0,0
0.3003,-4.63269e-06,0.000572093,0,0,0,0,0.000306382,-0.000140776,0
0.301301,0,0,0,7.6659e-12,1.02644e-11,-1.02644e-11,0,0,0
0.302302,0.002449,-0.001126,0,0,0,0,-0.00030001,0.000334469,0
0.303303,0,0,0,-8.31643e-12,-2.695e-12,2.695e-12,0,0,0
0.304304,-0.0036689,0.00650716,0,0,0,0,-0.000123807,-0.000194488,0
0.305305,0,0,0,-2.08318e-11,-1.08236e-11,1.08236e-11,0,0,0
0.306306,0.000129745,0.0028061,0,0,0,0,0.000447953,-0.00115138,0
0.307307,0,0,0,7.73583e-12,1.30665e-11,-1.30665e-11,0,0,0
0.308308,0.0052576,-0.0047992,0,0,0,0,-0.000213629,-0.000593799,0
0.309309,0,0,0,1.04486e-11,9.20309e-12,-9.20309e-12,0,0,0
0.31031,-0.00133954,0.00096338,0,0,0,0,-0.000599985,-0.000186751,0
0.311311,0,0,0,-1.363e-11,-1.31932e-11,1.31932e-11,0,0,0
0.312312,-0.00330652,0.00344241,0,0,0,0,0.000136012,-0.000953211,0
0.313313,0,0,0,8.82222e-13,5.85411e-13,-5.85411e-13,0,0,0
0.314314,0.003363,-0.00472219,0,0,0,0,8.85533e-05,-0.000767972,0
0.315315,0,0,0,1.81146e-11,1.24026e-11,-1.24026e-11,0,0,0
0.316316,0.000904918,-0.00311303,0,0,0,0,-0.000526359,0.000101141,0
0.317317,0,0,0,-5.84319e-12,-9.25949e-12,9.25949e-12,0,0,0
0.318318,-0.0047581,0.00407817,0,0,0,0,-3.87815e-06,-0.000359988,0
0.319319,0,0,0,-1.0822e-11,-1.01062e-11,1.01062e-11,0,0,0
0.32032,0.000540437,-0.00134668,0,0,0,0,0.000493709,-0.000818629,0
0.321321,0,0,0,1.53626e-11,1.18358e-11,-1.18358e-11,0,0,0
0.322322,0.00357361,-0.00584981,0,0,0,0,-0.000133873,3.97628e-05,0
0.323323,0,0,0,7.11078e-12,2.26919e-12,-2.26919e-12,0,0,0
0.324324,-0.00287762,0.00163636,0,0,0,0,-0.000210607,0.00023806,0
0.325325,0,0,0,-1.45951e-11,-1.38586e-11,1.38586e-11,0,0,0
0.326326,-0.00244111,0.00225145,0,0,0,0,0.000507725,-0.000531486,0
0.327327,0,0,0,4.5925e-12,3.97272e-12,-3.97272e-12,0,0,0
0.328328,0.00397373,-0.00571449,0,0,0,0,0.000266746,-0.000153684,0
0.329329,0,0,0,1.76528e-11,1.21139e-11,-1.21139e-11,0,0,0
0.33033,0.000837025,-0.00274797,0,0,0,0,-0.000345304,0.000669604,0
0.331331,0,0,0,-7.26795e-12,-8.62124e-12,8.62124e-12,0,0,0
